text,label,label
j'aime beaucoup faire du parapente.,A1,0
Moi je pense que l'école ne peut pas tout faire.,A2,1
"Quand ils se verront, elle pleurera et elle s'évanouira ; l'émotion sera trop grande.",B1,2
"Elle me répondit avec bonté, me donna des conseils affectueux, m'offrit une amitié sincère, mais me déclara que jusqu'au retour du comte de P *** elle ne pourrait me recevoir.",C2,5
Vraiment?,A1,0
Viens ici!,A1,0
Il annonce qu'il va faire appel.,A2,1
J'ai perdu mes feuilles !,A1,0
"Dani, est-ce que tu t'es inscrite à ton concours administratif ?",A1,0
"Même si Limoges est une grande ville, elle n'a rien à voir avec Paris !",A1,0
"Ce précieux instrument, d'origine américaine, envoyait, sans se gêner, un projectile conique de quatre kilogrammes à une distance moyenne de seize kilomètres.",B2,3
Tu es ridicule.,A1,0
"Choisir un logement n'est pas évident: certains achètent un appartement en ville, d'autres préfèrent une maison à la campagne.",B1,2
"Plus près de nous, l'internationalisation des marchés financiers, la diffusion de l'information par les médias électroniques et les autres avatars de la mondialisation ont intensifié la menace qui pesait déjà sur les petites langues.",C1,4
"Ce qui change vraiment, c'est la façon de favoriser l'accès à la connaissance.",B1,2
"Leurs branches étaient complètement nues, tandis que toutes leurs feuilles étaient tombées par terre.",B2,3
"De plus, ton inattention augmentera son désir de captiver ton attention, de t'intéresser, de te plaire, la remplira d'un sentiment confus de respect.",C2,5
"Je poursuivis longtemps de la sorte, levant toutes les objections, retournant de mille manières tous les raisonnements qui plaidaient en ma faveur.",C2,5
"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits sociaux, soit il est au contraire un véritable enjeu de société.",C1,4
"Non, je ne le trouve pas !",A1,0
Ils ont beaucoup d'idées,A1,0
C'est comme ça tous les jours.,A2,1
"La conscience malheureuse, c'est donc le mauvais infini tel que la philosophie de Fichte amène à le concevoir.",C2,5
"Une langue qui n'est pas employée sur Internet ""n'existe plus"" dans le monde moderne.",B1,2
"Avant de boire une tasse de café, il faut faire pousser le plan de café, le récolter, le transporter, l'emballer, le vendre et le préparer",B1,2
La stratégie de sauvegarde des données constitue la pierre angulaire d'un plan de continuité et de reprise car elle va permettre d'assurer le critère de disponibilité.,C1,4
"Je veux trouver un cadeau d'anniversaire pour ma copine, donc je vais aller au centre commercial",A2,1
Le ciel était noir.,A2,1
J'aimerais que tu fermes la fenêtre avant de partir.,B1,2
"Les républicains se disaient outrés par d'anciens commentaires les visant nommément, tandis que des progressistes proches de Bernie Sanders la jugeaient trop centriste.",B2,3
"A gauche, c'est ma salle de bain, avec vue sur mon jardin. Je me sens très bien dans ma nouvelle maison !",A2,1
"Que ces acteurs, telle la marque Max Havelaar, croient ou feignent de croire qu'ils disposent du rapport de force nécessaire pour infléchir les pratiques de ces multinationales, c'est leur droit.",C1,4
Il travaille à Rome,A1,0
Je me débattais intérieurement : j'étais indigné contre moi-même.,C2,5
"Entre-temps, après avoir réalisé un bénéfice, Piero acheta une plaque décorée d'un coeur transpercé d'une flèche qu'il donna au paysan.",C1,4
Pourquoi on ne peut pas jouer avec Jules et Alice ?,A1,0
Cette activité apparait dans la religion grecque de l'Antiquité comme un cadeau qui est toutefois imposé aux Hommes pour qu'ils puissent survivre,C2,5
Alexandre aimait réviser à l'université pour flirter avec des filles de la faculté de droit,B1,2
"Du moment qu'on a une démocratie, on doit écouter le peuple.",B1,2
"En revanche, le sapin n'avait pas perdu une seule aiguille.",A2,1
"Elle n'aime pas les reproches, elle est susceptible.",B1,2
Il y a des régions où les enfants ne vont pas à l'école le mercredi.,A2,1
Il est midi et quize minutes.,A1,0
Il a participé à la construction du canal ?,A2,1
J'adore la cuisine ici,A2,1
J'ai posé le courrier sur la table.,A2,1
"En plus, comme il faisait très beau on mangeait toujours dans le jardin avec des amis ou des voisins, j'ai beaucoup parlé, tu sais !",B1,2
Mais la société a évolué et si l'école ne le fait pas il y aura de plus en plus de jeunes comme ceux que décrit Mlle Lesueur.,A2,1
D'où tu viens?,A1,0
Je n'aime pas cette photo.,A1,0
"Sa grand-mère paternelle, céramiste et proche de Léonard, est peut-être la personne qui l'initia aux arts.",C1,4
"Nous nous installions dans la maison de vacances, puis nous prenions l'apéritif avec les voisins",A2,1
Je crois que c'est surtout pour me faire plaisir.,A2,1
Ces chiffres sont susceptibles de varier au cours de cette année.,B2,3
"Le résultat de ces deux études démontrent que chez les personnes par ailleurs en bonne santé et menant un train de vie normal, les valeurs en ferritine n'influencent pas à elles seules des degrés de fatigue divers.",C2,5
"La fenêtre s'est refermée sur ma main, ça fait mal.",B1,2
Le restaurant n'est pas loin du musée du Louvre,A1,0
"Liberté privée, ordre public: telle est l'équation fétiche des Français.",B2,3
Il veut aller à la montagne,A2,1
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1,2
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2,5
"Les gourmets, adeptes de bistronomie, s'en voient souvent proposé en plateau accompagné de fruits secs, voire de confiture ; un mélange sucré salé qui sied parfaitement aux apéritifs dinatoires si chers aux papilles hexagonales.",C2,5
Un héritier : un héritier est une personne qui reçoit des droits ou un patrimoine après la mort d'une personne.,A2,1
Je m'appelle Jessica,A1,0
Je vous remercie et je vous souhaite une très bonne journée.,A2,1
"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",C2,5
Tu dois te couper les ongles.,A2,1
"Avec la distanciation sociale, les occasions de se réunir ont également été moins fréquentes.",B2,3
"Le dessein de lui plaire, mettant dans ma vie un nouvel intérêt, animait mon existence d'une manière inusitée.",C2,5
"Comme mon père parlait toujours du côté de Méséglise comme de la plus belle vue de la plaine qu'il connût et du côté de Guermantes comme du type de paysage de rivière, je leur donnais, en les concevant ainsi comme deux entités, cette cohésion, cette unité qui n'appartiennent qu'aux créations de notre esprit ; la moindre parcelle de chacun d'eux me semblait précieuse et manifester leur excellence particulière, tandis qu'à côté d'eux, avant qu'on fût arrivé sur le sol sacré de l'un ou de l'autre, les chemins purement matériels au milieu desquels ils étaient posés comme l'idéal de la vue de plaine et l'idéal du paysage de rivière, ne valaient pas plus la peine d'être regardés que par le spectateur épris d'art dramatique les petites rues qui avoisinent un théâtre.",C2,5
"Si vous voulez attendre au bar, on vous appellera quand ce sera prêt.",A2,1
"Cet emballage innovant, allié au développement des lignes de chemin de fer, permit la distribution du camembert dans d'autres régions de France, mais aussi à l'étranger.",B2,3
"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",C1,4
Il regarde la télévision.,A1,0
Le démon voulait trouver une cachette pour ne pas revoir la méchante femme.,B1,2
Dénoncer une discrimination collectivement acceptée est difficile.,B2,3
je suis déjà en train de sortir du lit.,A2,1
Les églises sont animées,B2,3
"Certains métiers vont disparaître, mais d'autres apparaître.",C2,5
Mais cette révolution ne se manifeste pas seulement dans notre vie quotidienne.,B1,2
"Rares sont celles qui, comme le basque, l'égyptien, le chinois, le grec, l'hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1,4
"Il a une longue expérience dans un grand nombre de restaurants, mais moins en restauration collective.",B1,2
"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo.",B1,2
"Un seigneur quelque peu infernal les attire, un sourire dangereux les trouble.",C1,4
"Néanmoins, l'existence d'êtres divins n'étant pas un fait prouvé on peut rester sceptique sur les origines du travail relatées précédemment",C2,5
Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des Peaux Rouges.,C1,4
"Suen (Liebowitz, 2000), sont éloquents sur la dispersion et la variété des modes de mesure de ce type en cours aujourd'hui dans les entreprises",C2,5
"Les égouts soufflaient par leurs bouches de granit leurs haleines empestées, et les cuisines souterraines jetaient à la rue, par leurs fenêtres basses, les miasmes infâmes des eaux de vaisselle et des vieilles sauces.",C2,5
Qu'est-ce que tu regardes ?,A1,0
C'est pour moi une grande déception de ne pas pouvoir vous accueillir à Zurich,B1,2
"Au Nord la forêt, au Sud de hautes montagnes les séparaient presque entièrement du reste du monde.",B2,3
Il n'y a pas beaucoup de voitures donc il n'y a pas d'embouteillage,B1,2
"Certaines entreprises refusent systématiquement les quinquas, s'insurge Danièle Lepeu, qui dirige l'agence seniors de la société de travail temporaire Adecco, à Boulogne-Billancourt.",C1,4
"Ce soir, il perd de sa puissance",A2,1
Il y a un nouveau film avec son acteur préféré,A2,1
Ma mère m'a exceptionnellement laissé boire du vin chaud même si je n'ai normalement pas le droit,B1,2
"J'ai pas peur de dire ""non"" après c'est vraiment une question de feeling",A2,1
Il hochait la tête doucement tout en regardant mon avion.,B1,2
"700 000 tonnes de couches usagées sont jetées chaque année au Japon, ce qui représente jusqu'à 25 % des déchets incinérés dans certaines communes.",B2,3
"Dans le centre de la ville, il y a un très joli quartier, plein de magasins chics et de bons restaurants",A1,0
"Bonjour. Puis-je avoir votre passeport et votre billet, s'il-vous-plaît ?",A1,0
"Toutes ces données indiquent ""que le problème de la malnutrition devient plus complexe et que les stratégies de lutte des pays et des organisations internationales devront s'attaquer au triple fardeau qui pèse désormais sur les pays en développement : les maladies infectieuses, les carences alimentaires et les maladies chroniques liées à la surcharge pondérale"", précise Francis Delpeuch.",C1,4
"C'est pourquoi, dans le désert, les premiers déplacements s'effectuent tôt le matin, avant 8 h 30, pour profiter de la fraîcheur persistante de la nuit.",B2,3
"Et puis surtout, j'attendais ton arrivée",A2,1
Les ressources disponibles en ligne peuvent faciliter l'apprentissage des lycéens.,B2,3
Ne renonce jamais aux cruautés qui vivifient la passion et lui redonnent du lustre.,C1,4
Il n'est pas fatigué et décide de marcher jusqu'à Notre Dame de la Garde,B1,2
"Pour les habitants des quartiers historiques, la vie n'est plus la même : les rues pleines de touristes perdent peu à peu leurs magasins de quartier.",B1,2
Disons que la coopération fait partie de l'arsenal pédagogique des élèves.,C1,4
Eus-tu sorti les abats congelés du frigo hier soir afin qu'ils soient à température ambiantes pour le repas de ce midi ?,C1,4
Il est très satisfait de votre travail.,B1,2
Virginie adore les vacances à la mer,A1,0
"J'ai déjà pris l'avion car nous sommes allés à Rome en Italie, il y a deux ans",A1,0
Une deuxième balle fit étinceler le pavé à côté de lui.,B2,3
"Si l'épicerie de quartier avait été ouverte en ce jour congé, comme indiqué sur le panneau informatif nous aurions acheté du lait et du sirop d'érable pour préparer du pain perdu aux enfants.",B2,3
"Dès sa mise sous tension, un ordinateur exécute, l'une après l'autre, des instructions qui lui font lire, manipuler, puis réécrire un ensemble de données déterminées par une mémoire morte d'amorçage.",C2,5
Elle a 20 ans,A1,0
Une étude montre que ce vaccin offre un taux de protection élevé qui permet d'éviter l'hospitalisation.,B2,3
"En même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à peu façonner la société policée de l'Europe continentale et même dans une certaine mesure de l'Angleterre.",C2,5
"Elle prendra un pseudonyme masculin pour poursuivre ses travaux qui, revisités il y a peu, ont montré qu'elle avait imaginé les prémisses des travaux de Poincaré.",B2,3
"Désolé pour le retard, nous sommes très occupés ce soir.",A2,1
Je suis allée voir un film d'humour en plein air avec mon petit copain.,A2,1
Celle‐ci est idéalement réduite dans la mesure du possible à travers la définition de critères de classification clairs et par la triangulation des points de vue des experts du domaine.,B2,3
Je ne suis jamais content.,A1,0
Très bonne journée à toi !,A1,0
Il doit se dépêcher pour ne pas être en retard à l'école.,A2,1
"Si j'appuie là, c'est douleureux.",A2,1
"Je dirais qu'Andy Warhol est l'artiste le plus complexe, multi-facettes et révolutionnaire de ces soixante dernières années.",B2,3
"Ils ont quitté en urgence leur maison, à l'approche des flammes et ont décidé de dormir dans leur voiture très équipée",B1,2
Elle était heureuse,A2,1
"La seconde modernité y adjoint un individualisme plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1,4
Il achète des légumes et des fruits.,A1,0
Nous sommes en retard.,A1,0
"Aussitôt installés derrière nos pupitres, nous commençâmes la discussion thématique inscrite à l'ordre du jour.",C2,5
"Il existera bien sûr des moyens détournés de tricher, mais l'accent sera mis sur la dissuasion, à la manière des contrôles antidopage, l'autre condition étant évidemment d'imaginer des sujets qui ne se prêtent pas au copier-coller.",B2,3
"Selon les auteurs de l'article Cahiers santé, l'accès facile à des huiles peu onéreuses a joué un rôle prépondérant en raison d'une production industrielle généralisée à bas prix.",C1,4
Cela nécessite des équipements et suffsamment de place.,B2,3
"Vers dix heures, je monte dans ma chambre.",A2,1
"Innovation et simplicité sont les jalons du seul chemin à parcourir pour retrouver concrètement et durablement un élan créatif adapté à un monde qui change, évolue mais reste friand de bonnes choses.",C1,4
Parce que jamais je céderai devant la barbarie.,B1,2
"Dans ces lieux imaginés, rien ne nous perturbera",C2,5
"J'habite au Niger, et vous ?",A1,0
"Pis ensuite Champlain poursuit l'exploration du Québec, qui à l'époque s'appelait la Nouvelle France",C1,4
Les profils retenus seront rappelés pour participer aux entretiens et aux quarante-deux heures de concours.,B2,3
"Paul Andreu, l'architecte de l'aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l'Opéra de Pékin entre autres, s'était demandé s'il devait installer des portes automatiques dans un aéroport qu'il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d'achat et surtout de maintenance d'une porte automatique revenait plus cher que le salaire d'un portier qui pouvait nourrir une famille avec.",B2,3
Tu as passé une bonne journée.,A1,0
La vie en France est très différente de celle au Canada.,A1,0
C'est bientôt l'anniversaire de Julie.,A1,0
"Trop de charlatans et songe-creux en partie malhonnêtes, en partie dupes de leur propre enthousiasme, ont fait au genre humain de magnifiques promesses qu'ils étaient bien empêchés de tenir.",C2,5
"Au milieu de ces collines aux formes admirables et se précipitant vers le lac par des pentes si singulières, je puis garder toutes les illusions des descriptions du Tasse et de l'Arioste.",C1,4
Tu parles bien anglais.,A1,0
Bonjour à tous !,A1,0
M. Aphatie a été le premier à animer une émission dite sérieuse à la radio puis à la télévision.,B1,2
"Mais ils sont arrivés en plein hiver, au mois de décembre 1620, et ne sont ni de grands agriculteurs ni de grands chasseurs",B2,3
Ce chiffre devrait encore augmenter dans les prochaines années.,C1,4
Ça faisait longtemps que je ne m'étais pas fait plaisir.,A2,1
Nous allons à Paris pour prendre un train.,A1,0
Certains partenaires ne demandent pas votre consentement et s'appuient sur leur intérêt commercial légitime pour traiter vos données.,C2,5
Notre héros croyait tous les Français profondément émus comme lui de l'extrême danger que courait la patrie.,B2,3
C'est auprès de son grand-père que Grégoire trouvera le courage de lutter pour devenir quelqu'un et grandir tout simplement.,A2,1
J'aime les panoramas.,A2,1
"J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats",C1,4
"Au même instant, Fabrice se faisait annoncer chez la comtesse Pietranera.",C1,4
"Si nous savions conduire l'automobile à boite automatique, nous pourrions l'emprunter le samedi soir pour nous rendre à l'observatoire.",B2,3
Je suis tout à fait d'accord avec la jeune fille.,A2,1
J'ai 36 ans.,A2,1
"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfin ce mode de transport, notamment grâce à l'indemnité kilométrique : ce dispositif autorise l'employeur à dédommager ses salariés se rendant au travail à vélo (environ 0, 25 euro par kilomètre parcouru).",B2,3
Je peux m'asseoir ici ?,A1,0
Ne pas respirer les aérosols.,A2,1
Je mange une pomme.,A1,0
Il me reste des croissants.,A1,0
"Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés",C2,5
Je préfère aller au travail à vélo,A1,0
"A son anniversaire, il a eu autant d'argent que son frère.",B1,2
"Le matin, j'avais eu un autre rendez-vous pour un film encore plus intéressant, alors je ne sais pas ce que je devais faire!",B1,2
Nous apprécions qu'ils aient répondu sur-le-champ.,C1,4
"Tard le soir, Jules rentre tout seul.",A1,0
Il a un pantalon vert et une chemise blanche,A1,0
"C'est ainsi que, pendant longtemps, quand, réveillé la nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y avoir autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",C2,5
Giscard va pourtant réussir à transformer ce revers en tremplin,C1,4
C'est le mot d'ordre d'Epic écrit en grand au début du premier numéro,A2,1
Sauf si je dois compter jusqu'à 5.,A1,0
"Serveur : désolé pour le retard, nous sommes très occupés ce soir.",A2,1
Elles ne vont pas au théâtre parce qu'elles n'ont pas le temps.,B1,2
Il y a de la neige à la montage.,A1,0
Simone doit exercer sa voix pour rester constante,B2,3
"C'est pour unifier un territoire constitué d'une myriade de particularismes régionaux et de colonies que l'école devient gratuite, laïque et obligatoire par les lois Ferry de 1881 et 1882.",C2,5
La consommation sera encadrée par du personnel et éloignée des lieux publics,B2,3
"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure.",B2,3
"Avec le printemps, qui commence en mars, le soleil est de retour et le temps se réchauffe.",A1,0
C'est pour quand ?,A1,0
"Ce livre, tu me le conseilles ou tu me le déconseilles?",B1,2
"Moi, je suis musicien, je suis violoniste.",A1,0
"Année après année, le troupeau prospère jusqu'à compter, en 1996, 3 500 têtes.",C1,4
"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1,4
"C'est de votre faute : on utilise cette expression quand une autre personne est responsable, est coupable d'une action.",B1,2
"La liberté correspondrait donc à un sentiment intérieur, à une expérience immédiate en chaque homme",C2,5
La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.,A2,1
Non Paul tu restes là ! Tu es sorti toute la journée.,A2,1
"Et le moine me conta des histoires, toutes les vieilles histoires de ce lieu, des légendes, toujours des légendes.",B2,3
"La violence des vols et des agressions scande l'itinérance d'un vagabond qui fréquente le monde des individus statiques, auquel l'auteur ne se rattache plus, et celui des bas-fonds, qui l'inquiète ou le dégoûte.",C2,5
Qu'est-ce que vous faites le soir ?,A1,0
La liberté humaine est-elle donc possible,C2,5
"n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage ""seraient en bon état""",C2,5
Ils ont des étoiles plein les yeux,A2,1
L'analyse des valeurs de l'indice de consolidation institutionnelle montre également le caractère très fragmenté du maillage communal suisse en comparaison européenne.,C2,5
"Ce matin, Sarah est triste.",A1,0
Je n'ai pas de leçons à recevoir.,A2,1
Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,B1,2
"Le voilà, l'étendard des quinquas* du XXIe siècle, leur cri de ralliement.",C1,4
"Merci monsieur, au revoir.",A1,0
"A la fin de son apprentissage, Julien est parti en France.",A2,1
"Pour l'heure, l'isolement à l'improviste semble leur réussir : ils ont ouvert une bouteille de champagne pour fêter leur emménagement ensemble et en gardent une au frais pour célébrer la fin du confinement.",B2,3
"Prolongation de la vie, retard de la vieillesse, cessation des douleurs, moyens pour corriger les défauts naturels ou pour exalter les facultés intellectuelles, etc. : à faire luire tant de vains espoirs, ils ont fait naître un si violent préjugé contre toutes nouveautés de ce genre qu'elles en sont maintenant discréditées au point que nul mortel, même courageux, ne se hasarderait à entreprendre quelque chose de semblable.",C2,5
"Si nous écoutions le discours plus attentivement, nous comprendrions mieux l'objet des revendications établies par ce parti politique de la jeunesse suisse.",B2,3
"Paul Andreu, l'architecte de l'aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l'Opéra de Pékin entre autres, s'était demandé s'il devait installer des portes automatiques dans un aéroport qu'il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d'achat et sur-tout de maintenance d'une porte automatique revenait plus cher que le salaire d'un portier qui pouvait nourrir une famille avec. ce que la porte était bien incapable de faire!",C2,5
"Je ne peux rien te dire, Victor.",A1,0
C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.,A2,1
"Il n'y a absolument aucun doute que si l'Education nationale distribuait des DVD de séries en version originale au lieu de payer des enseignants, les français parleraient beaucoup mieux les langues étrangères (et perdraient moins de temps)",C2,5
"Ce qu'elle taisait, c'était l'escapade amoureuse de Jean, des lettres écrites à une fillette noble de la ville, des baisers échangés pardessus un mur, tout un scandale qui l'avait déterminée au départ ; et elle accompagnait surtout son frère à Paris pour veiller sur lui, prise de terreurs maternelles, devant ce grand enfant si beau et si gai, que toutes les femmes adoraient.",C2,5
"La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues",C2,5
"Plus on prend du plaisir, plus on progresse rapidement et durablement.",B1,2
Je n'ai aucune nouvelle depuis son départ,A1,0
"Elle reste tous les jours à la cantine, et j'ai entendu les autres se moquer d'elle, parce qu'elle ne mange presque rien, des fruits, du pain.",B1,2
"L'haplodiploïdisation, en revanche, permet d'obtenir directement une lignée haploïde et donc pure, présentant les traits désirés.",C2,5
"En outre, c'est une action liée à la souffrance et qui possède une dimension fortement négative",C2,5
"Déjà, les problèmes s'accumulent.",B2,3
"En hiver, elle ne sort jamais sans son parapluie et son écharpe",B1,2
Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,B1,2
"Le petit prince grandit en paix, entouré de tuteurs et de régents ; mais son plus intime ami et son meilleur conseiller fut un étranger, venu longtemps auparavant des contrées du Sud, qui s'étendent le long de la mer.",B2,3
"Le port à la ceinture aussi, de même que la panoplie de la frimeuse accomplie , décrite en ces termes : Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable.",B2,3
"Déployant de gros efforts pour instaurer une langue officielle dans l'éducation, les médias et l'administration, les gouvernements ont consciemment visé l'élimination des langues minoritaires.",C1,4
"J'ai fait de gros progrès en français, je le comprends et je sais le parler et l'écrire bien mieux maintenant",B1,2
Je vais aller la chercher,A1,0
Un allongement du congé paternité peut contribuer à introduire plus d'égalité dans les couples.,B2,3
"Cependant, pour ne pas tomber dans le piège de l'""addiction"" et des anxiétés générées par le smartphone et les réseaux sociaux, il s'agit d'abord d'en prendre conscience pour réguler ses propres conduites et celles des adolescents.",B2,3
"C'est super, je fais plein de choses avec mes cousins: aujourd'hui, on est allés à la piscine et demain, on va faire du camping en forêt.",A2,1
"Une limitation d'autant plus efficace que, comme le rappelle le chercheur, ""les apprentissages distribués sont plus efficaces que les apprentissages regroupés""",C2,5
Il n'y a qu'à observer la métamorphose des rues commerçantes pouren être convaincu.,B2,3
Je suis bien arrivé à Londres,A2,1
"En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B1,2
"Il a fait un temps magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert.",A2,1
Je travaille dans une entreprise d'informatique.,A1,0
Des images diffusées sur les réseaux sociaux montraient le jeune manifestant couvert de sang transporté loin des barricades par ses amis.,C1,4
"Albert, Folio, venez me faire un gros câlin, je suis si heureux !",A1,0
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak.",C1,4
"La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges.",B2,3
"Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1,4
C'est fantastique ! Merci beaucoup.,A1,0
Mais il faut continuer.,A2,1
Est-ce que tu lui as conseillé de manger dans ce restaurant ?,B1,2
"A la cinquantaine, les hommes et les femmes éprouvent le besoin de se mettre en question et ils ont suffisamment d'assurance pour faire ce retour sur soi, note la psychanalyste Luce Janin-Devillars (Changer sa vie, Pocket).",C1,4
J'avais une idée derrière la tête.,A2,1
"Ou peut-être jusqu'à la fin juin, en fonction de son contrat.",B1,2
"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée ""Cabaret des artistes"".",B2,3
Le chef du gouvernement appelle à des élections.,A2,1
Je suis fatigué.,A1,0
"Alain Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, dans certains cas, une annulation des dettes.",B2,3
Je ne peux pas le croire.,A1,0
"Si j'étais parent d'un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon , de jouer au Triolet , qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes.",C2,5
"En plus, c'est mon restaurant préféré, donc je vais me régaler",A2,1
"À mon premier mot : ""Tu vas rejoindre Napoléon !",B1,2
Que vont-ils donc faire ?,B1,2
"Il alla parmi les bûcherons qui vivaient à la lisière de la forêt, et mania la lourde cognée .",B2,3
"Distrait, inattentif, ennuyé, je ne m'apercevais point de l'impression que je produisais, et je partageais mon temps entre des études que j'interrompais souvent, des projets que je n'exécutais pas, des plaisirs qui ne m'intéressaient guère, lorsqu'une circonstance, très frivole en apparence, produisit dans ma disposition une révolution importante.",C2,5
"Qu'est-ce qui peut bien poser problème dansces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout?",C2,5
Cette maison est la nôtre.,A2,1
"Les pruniers étaient nus, les pommiers étaient jaunes, les feuilles de noyer tombaient en une sorte de vol plané, large et lent d'abord, qui s'accentuait d'un seul coup comme un plongeon d'épervier dès que l'angle de chute devenait moins obtus.",C1,4
C'est grâce à elle que j'en suis arrivé là.,A2,1
"Lorsque j'arrivais, j'apercevais dans les regards d'Ellénore une expression de plaisir.",C2,5
Il est l'heure de déjeuner !,A1,0
"Une fois cette idée ancrée dans son esprit, elle se ragaillardit considérablement.",C2,5
Ce pantalon est trop cher !,A1,0
Il paralyse totalement ce dernier et vous empâche de l'utiliser pendant un certain temps.,B1,2
"Tu vas bien? Moi, je suis en vacances chez oncle Guillaume et tante Noémie.",A2,1
"Quoique habillé d'un complet de soixante francs, il gardait une certaine élégance tapageuse, un peu commune, réelle cependant.",C2,5
"Ils étaient groupés autour du trône, et ils demandaient tous à la fois : ""Est-il temps, ô mon roi, est-il temps ?"" Le roi des serpents resta immobile encore quelques minutes, puis il dit: ""Il est temps !"" En disant ces mots, il descendit de son trône, et se dirigea vers le rocher, suivi de tous les autres serpents.",A2,1
Les changements dans les systèmes alimentaires - depuis le champ jusqu'à l'assiette - nécessitent aussi de nouvelles politiques.,C1,4
Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.,C1,4
"Chéri, tu pourrais me masser le haut du dos, s'il te plaît ?",B1,2
